venta_id,cliente_id,producto_id,cantidad,fecha
520,674,90,2,2022-06-15
521,701,26,4,2022-10-18
522,759,72,3,2022-04-22
523,900,5,1,2022-11-13
524,728,15,3,2022-12-19
525,315,123,4,2022-05-25
526,925,144,2,2022-06-05
527,851,1,4,2022-06-27
528,902,144,4,2022-12-12
529,889,165,4,2022-05-16
530,993,3,4,2022-11-11
531,945,180,4,2022-01-18
532,168,47,1,2022-12-17
533,339,95,3,2022-06-04
534,193,13,2,2022-09-29
535,453,120,4,2022-09-23
536,283,55,2,2022-12-26
537,336,149,1,2022-11-28
538,390,66,3,2022-01-16
539,1000,182,4,2022-01-12
540,525,155,1,2022-03-16
541,240,166,1,2022-07-31
542,832,90,3,2022-06-28
543,958,186,4,2022-05-09
544,483,62,3,2022-10-10
545,659,102,3,2022-07-14
546,716,174,2,2022-09-25
547,592,139,2,2022-01-30
548,891,200,3,2022-01-09
549,555,8,2,2022-11-05
550,458,97,1,2022-11-06
551,89,117,3,2022-06-14
552,660,199,4,2022-07-12
553,95,64,4,2022-11-01
554,452,21,1,2022-09-17
555,428,200,4,2022-07-11
556,151,115,4,2022-03-20
557,514,191,3,2022-06-28
558,376,85,1,2022-04-01
559,22,192,3,2022-08-03
560,883,20,1,2022-03-20
561,313,8,3,2022-04-13
562,997,58,3,2022-04-21
563,840,46,2,2022-11-10
564,519,31,4,2022-09-04
565,206,93,1,2022-08-22
566,952,9,4,2022-03-23
567,375,15,2,2022-05-12
568,451,94,1,2022-08-23
569,626,154,2,2022-10-05
570,784,138,4,2022-12-01
571,595,29,3,2022-04-09
572,179,80,2,2022-02-07
573,210,36,2,2022-06-10
574,500,84,3,2022-04-27
575,464,109,4,2022-08-29
576,840,118,2,2022-01-26
577,124,37,4,2022-05-16
578,993,86,3,2022-02-19
579,113,71,1,2022-10-21
580,12,151,2,2022-10-25
581,126,169,4,2022-10-20
582,565,93,3,2022-06-03
583,331,80,3,2022-08-08
584,901,102,2,2022-05-20
585,283,156,1,2022-02-18
586,140,176,2,2022-05-22
587,401,166,4,2022-02-15
588,902,159,3,2022-06-12
589,97,14,1,2022-10-12
590,517,117,4,2022-09-25
591,569,73,2,2022-04-26
592,924,91,3,2022-03-23
593,846,90,2,2022-02-13
594,69,29,1,2022-07-13
595,118,179,1,2022-09-15
596,888,49,1,2022-09-30
597,59,171,1,2022-10-01
598,33,72,1,2022-10-05
599,318,133,2,2022-03-24
600,50,42,1,2022-02-27
601,880,135,1,2022-02-22
602,489,42,3,2022-01-01
603,19,164,1,2022-08-04
604,726,105,3,2022-11-13
605,197,27,3,2022-08-16
606,891,58,3,2022-09-11
607,450,46,2,2022-06-08
608,990,66,2,2022-10-14
609,559,25,4,2022-03-07
610,679,73,4,2022-11-05
611,452,117,3,2022-04-05
612,289,155,2,2022-09-10
613,141,129,1,2022-05-30
614,84,87,4,2022-01-23
615,694,74,2,2022-09-01
616,391,170,1,2022-08-03
617,591,180,1,2022-05-11
618,215,153,2,2022-12-09
619,526,182,4,2022-05-28
620,215,125,2,2022-04-19
621,403,67,4,2022-02-09
622,128,6,3,2022-05-01
623,822,125,2,2022-10-22
624,477,58,2,2022-04-30
625,760,70,4,2022-01-18
626,404,53,4,2022-06-18
627,29,66,2,2022-07-17
628,792,58,1,2022-05-23
629,338,82,1,2022-02-06
630,831,87,1,2022-07-05
631,714,2,3,2022-09-18
632,361,150,3,2022-08-19
633,569,37,4,2022-09-11
634,392,148,3,2022-11-25
635,218,103,1,2022-10-24
636,574,24,2,2022-01-10
637,669,112,3,2022-11-20
638,202,65,3,2022-08-18
639,17,193,1,2022-01-24
640,322,129,3,2022-03-19
641,518,117,4,2022-07-12
642,570,116,2,2022-04-19
643,325,105,1,2022-10-07
644,412,3,4,2022-09-20
645,318,46,1,2022-11-25
646,681,55,4,2022-12-29
647,965,75,2,2022-12-21
648,82,192,2,2022-09-25
649,474,45,4,2022-12-07
650,468,154,4,2022-09-16
651,425,77,4,2022-12-01
652,945,193,4,2022-03-26
653,731,24,4,2022-01-10
654,689,35,4,2022-10-16
655,204,24,2,2022-10-29
656,583,28,4,2022-02-28
657,387,16,3,2022-11-04
658,778,59,2,2022-09-19
659,98,182,1,2022-10-12
660,345,144,2,2022-04-29
661,803,15,1,2022-06-17
662,208,11,1,2022-12-19
663,514,193,3,2022-07-08
664,636,79,4,2022-09-08
665,792,115,4,2022-11-20
666,586,68,2,2022-08-17
667,166,43,4,2022-07-09
668,22,69,3,2022-11-12
669,154,141,2,2022-05-04
670,939,138,2,2022-03-25
671,439,75,2,2022-10-24
672,295,103,4,2022-08-03
673,219,41,4,2022-08-25
674,669,178,4,2022-04-23
675,495,199,2,2022-08-05
676,230,59,2,2022-11-17
677,20,39,1,2022-09-03
678,987,3,1,2022-12-01
679,553,7,4,2022-11-15
680,950,49,2,2022-02-06
681,148,26,4,2022-03-05
682,108,161,4,2022-08-07
683,403,101,1,2022-12-08
684,596,176,3,2022-02-03
685,483,79,4,2022-02-08
686,367,2,3,2022-03-08
687,834,127,3,2022-07-28
688,414,199,2,2022-11-14
689,309,160,2,2022-12-10
690,802,132,4,2022-06-01
691,918,20,1,2022-12-31
692,835,117,1,2022-07-18
693,134,164,4,2022-03-30
694,719,32,4,2022-09-05
695,283,28,1,2022-11-19
696,778,77,3,2022-03-20
697,73,1,4,2022-10-12
698,481,188,3,2022-11-26
699,352,56,4,2022-02-01
700,560,35,4,2022-03-28
701,326,112,3,2022-02-08
702,745,30,3,2022-04-11
703,443,54,1,2022-09-01
704,100,36,4,2022-08-20
705,59,183,2,2022-03-09
706,508,80,2,2022-07-11
707,258,58,4,2022-01-28
708,413,83,4,2022-09-27
709,452,65,4,2022-08-14
710,65,69,3,2022-03-18
711,595,128,2,2022-08-11
712,154,51,2,2022-06-16
713,985,22,2,2022-10-11
714,266,107,4,2022-07-11
715,821,109,3,2022-03-30
716,79,116,4,2022-02-01
717,315,101,1,2022-05-17
718,662,181,1,2022-06-05
719,947,100,2,2022-09-07
720,560,164,4,2022-04-05
721,917,68,1,2022-01-17
722,891,36,1,2022-04-27
723,248,180,4,2022-11-29
724,790,181,3,2022-11-07
725,868,178,4,2022-01-10
726,610,169,4,2022-03-21
727,414,146,3,2022-05-14
728,25,22,2,2022-07-22
729,284,66,2,2022-04-26
730,449,21,2,2022-08-08
731,881,100,3,2022-09-10
732,301,128,1,2022-06-18
733,68,44,3,2022-12-01
734,7,103,4,2022-11-12
735,817,47,3,2022-07-24
736,137,39,1,2022-10-25
737,164,29,1,2022-09-05
738,83,54,4,2022-12-31
739,897,90,2,2022-03-12
740,650,85,1,2022-06-05
741,420,17,1,2022-04-12
742,73,80,1,2022-01-13
743,237,188,4,2022-09-28
744,46,159,1,2022-10-19
745,618,73,2,2022-08-08
746,928,49,4,2022-01-15
747,800,101,2,2022-08-26
748,262,2,1,2022-04-27
749,176,176,1,2022-11-27
750,166,142,2,2022-02-25
751,657,59,4,2022-12-17
752,842,97,4,2022-05-12
753,370,99,2,2022-08-14
754,795,186,1,2022-11-04
755,54,103,3,2022-08-10
756,690,186,2,2022-06-22
757,419,179,2,2022-12-06
758,756,2,2,2022-10-12
759,507,41,1,2022-11-05
760,341,123,4,2022-06-06
761,127,82,1,2022-05-31
762,409,144,2,2022-07-04
763,924,132,1,2022-06-27
764,367,140,1,2022-01-21
765,271,29,2,2022-04-22
766,644,135,1,2022-06-20
767,605,14,3,2022-05-18
768,379,12,1,2022-08-21
769,73,99,1,2022-11-28
770,923,133,4,2022-01-30
771,922,81,4,2022-11-03
772,915,106,2,2022-06-10
773,248,32,2,2022-03-19
774,860,74,4,2022-10-05
775,785,171,3,2022-11-16
776,43,81,1,2022-01-21
777,377,69,3,2022-12-29
778,41,45,3,2022-05-23
779,170,106,4,2022-02-05
780,946,137,2,2022-10-30
781,212,177,1,2022-08-02
782,493,161,2,2022-02-01
783,680,100,3,2022-07-05
784,39,146,3,2022-06-23
785,369,9,2,2022-02-23
786,757,62,2,2022-06-10
787,151,185,4,2022-09-07
788,111,29,2,2022-09-08
789,480,125,2,2022-10-06
790,436,114,4,2022-06-20
791,47,153,2,2022-07-02
792,575,143,3,2022-01-02
793,737,134,2,2022-07-13
794,366,120,1,2022-06-15
795,69,170,3,2022-09-04
796,299,157,4,2022-09-01
797,944,79,3,2022-04-20
798,802,93,4,2022-11-19
799,296,4,1,2022-03-12
800,203,82,1,2022-06-13
801,61,185,3,2022-10-12
802,946,177,2,2022-04-23
803,963,172,3,2022-08-16
804,830,75,3,2022-10-28
805,314,14,1,2022-01-16
806,161,131,4,2022-01-31
807,331,114,3,2022-06-11
808,528,62,2,2022-11-02
809,338,106,1,2022-07-12
810,606,64,3,2022-07-29
811,304,102,3,2022-08-20
812,503,173,2,2022-07-03
813,650,106,3,2022-01-15
814,338,186,3,2022-11-01
815,550,20,3,2022-07-28
816,639,58,3,2022-06-21
817,275,112,2,2022-09-23
818,164,57,3,2022-01-20
819,443,196,3,2022-03-11
820,319,119,3,2022-01-08
821,589,97,1,2022-02-03
822,504,92,2,2022-08-12
823,686,52,1,2022-06-28
824,387,37,1,2022-09-03
825,970,8,2,2022-09-17
826,870,44,1,2022-04-18
827,833,98,1,2022-08-30
828,888,133,1,2022-01-24
829,603,118,2,2022-08-04
830,750,69,3,2022-02-24
831,776,159,4,2022-01-26
832,691,45,4,2022-10-08
833,494,137,2,2022-10-19
834,490,32,4,2022-11-23
835,721,33,2,2022-07-05
836,73,126,2,2022-01-12
837,509,67,4,2022-05-09
838,390,30,1,2022-07-27
839,619,114,3,2022-05-13
840,857,29,4,2022-12-05
841,295,131,4,2022-07-15
842,369,185,4,2022-09-19
843,956,30,4,2022-10-09
844,796,137,2,2022-04-13
845,865,154,2,2022-04-30
846,694,130,3,2022-07-02
847,549,62,3,2022-01-09
848,649,3,4,2022-02-14
849,850,174,4,2022-09-01
850,568,68,4,2022-09-27
851,187,25,3,2022-04-22
852,853,179,4,2022-02-24
853,770,141,1,2022-01-15
854,445,44,3,2022-02-06
855,570,163,1,2022-06-27
856,363,55,4,2022-05-07
857,123,137,2,2022-04-27
858,188,130,1,2022-12-06
859,742,189,3,2022-03-13
860,680,41,1,2022-12-18
861,420,172,3,2022-04-21
862,626,64,4,2022-05-29
863,252,31,1,2022-07-04
864,619,47,2,2022-04-15
865,549,130,1,2022-05-27
866,335,96,2,2022-08-09
867,92,77,3,2022-11-10
868,530,110,4,2022-12-17
869,866,69,4,2022-01-06
870,63,58,2,2022-09-17
871,662,106,3,2022-10-26
872,512,44,4,2022-12-15
873,139,74,3,2022-02-11
874,698,56,2,2022-09-16
875,185,171,2,2022-09-28
876,205,127,1,2022-02-16
877,772,162,4,2022-03-26
878,214,30,4,2022-06-23
879,256,71,1,2022-02-27
880,135,198,2,2022-07-18
881,573,118,2,2022-07-28
882,875,55,2,2022-09-05
883,822,67,2,2022-07-30
884,88,141,3,2022-02-08
885,836,3,4,2022-09-09
886,988,26,4,2022-05-11
887,207,57,2,2022-10-18
888,129,126,2,2022-09-07
889,823,152,2,2022-02-21
890,3,53,4,2022-01-14
891,974,198,4,2022-06-05
892,934,43,2,2022-01-30
893,754,188,3,2022-03-31
894,121,186,1,2022-06-16
895,385,49,1,2022-12-17
896,614,42,1,2022-03-10
897,38,194,4,2022-06-12
898,341,11,4,2022-08-30
899,925,103,1,2022-02-21
900,645,98,1,2022-05-22
901,714,146,3,2022-03-04
902,860,85,4,2022-10-19
903,21,100,4,2022-04-01
904,242,104,1,2022-06-01
905,455,180,3,2022-06-06
906,963,46,3,2022-11-05
907,621,44,1,2022-12-31
908,303,22,1,2022-05-30
909,596,181,4,2022-11-24
910,595,187,1,2022-09-28
911,803,114,2,2022-03-10
912,964,125,3,2022-04-26
913,69,124,1,2022-07-11
914,129,30,2,2022-01-04
915,196,8,3,2022-03-16
916,140,98,2,2022-10-25
917,444,57,2,2022-08-29
918,283,111,1,2022-01-30
919,312,73,3,2022-05-23
920,746,115,2,2022-11-22
921,535,20,4,2022-07-02
922,665,25,3,2022-01-16
923,277,19,4,2022-04-21
924,61,5,1,2022-12-26
925,319,75,4,2022-07-20
926,890,128,3,2022-04-17
927,52,72,2,2022-06-11
928,856,155,2,2022-10-10
929,153,40,3,2022-09-26
